0	0.129732	0.878973	12.9261	55757.4	1.11342
1	0.102717	0.735447	-28.3629	41103.7	1.02751
2	0.114346	0.864159	7.82805	56050.5	1.1051
3	0.0929579	0.859176	9.02105	23589	1.09064
4	0.100256	0.708293	-27.1859	14725.4	1.00952
5	0.0944301	0.85296	18.5481	11141.2	1.09664
6	0.0960801	0.832372	16.9901	15375.5	1.08889
7	0.118905	0.86994	10.0491	23077.4	1.10518
8	0.0896865	0.744962	-31.3329	12851.8	1.00984
9	0.119582	0.868796	6.51605	45452.6	1.11085
10	0.128649	0.866968	10.9681	23957	1.11139
11	0.0949959	0.720807	-31.1269	19520.7	1.01457
12	0.130891	0.837573	4.12805	24423.5	1.10223
13	0.104225	0.804794	7.62005	18736	1.10575
14	0.110716	0.883047	15.0291	52373	1.10206
15	0.0980154	0.729026	-28.9209	27483.4	1.01814
16	0.115653	0.914095	11.2281	26646.4	1.09095
17	0.121017	0.872943	10.0871	48568.8	1.10847
18	0.0903951	0.740615	-27.9849	13477.6	1.01281
19	0.120442	0.906821	10.2481	35669.9	1.10195
20	0.116664	0.843775	10.4281	29879.7	1.10161
21	0.12647	0.881906	8.14905	57985.4	1.10693
22	0.0942654	0.723021	-32.9809	12674.1	1.01511
23	0.124448	0.851432	13.3451	44626.9	1.10584
24	0.101868	0.814414	14.1731	33207.6	1.11362
25	0.0959009	0.716958	-25.9039	13557	1.01203
26	0.132005	0.838355	6.55205	14663.4	1.11063
27	0.103227	0.844547	9.55905	49877.7	1.09975
28	0.11311	0.84841	10.7541	29279.7	1.10552
29	0.10638	0.704969	-27.6499	24431.3	1.01773
30	0.127936	0.856938	11.4801	25468.8	1.10602
31	0.116299	0.862119	12.2441	56729.2	1.1111
32	0.102301	0.712784	-24.1069	26378.6	1.02019
33	0.118664	0.853843	15.9551	38325.2	1.1043
34	0.105717	0.832628	17.4371	13762.6	1.08812
35	0.101065	0.826514	6.23605	28338	1.08895
36	0.10004	0.728029	-28.4499	12007.6	1.01521
37	0.137133	0.826093	8.20305	34471.8	1.10788
38	0.141027	0.855816	7.54105	39668.1	1.10137
39	0.113978	0.870626	9.51005	53233	1.11447
40	0.0921201	0.74601	-25.1989	13421.1	1.00633
41	0.129902	0.867663	14.5191	32127.1	1.10207
42	0.141579	0.85923	7.12705	48243.5	1.10182
43	0.101037	0.753022	-26.6219	14207.1	1.01495
44	0.121385	0.841923	11.7581	38052.3	1.10701
45	0.0886722	0.885344	9.77005	18581.1	1.09888
46	0.112639	0.838115	11.3011	32593.3	1.11319
47	0.108359	0.740333	-26.2499	16290.6	1.01068
48	0.115211	0.926789	7.69405	21875.5	1.10103
49	0.100546	0.904491	13.4061	18541.5	1.0864
50	0.0994775	0.738547	-25.1659	15452.6	1.02433
51	0.099537	0.825938	8.21005	21310.8	1.08891
52	0.105228	0.859713	14.6441	20853.4	1.10921
53	0.127531	0.868829	11.3401	21275.4	1.09793
54	0.114248	0.712002	-25.7309	16829.6	1.0115
55	0.119813	0.867583	11.1491	46674	1.11829
56	0.100843	0.861515	10.1681	23262.2	1.08558
57	0.0888265	0.69976	-31.3909	26658.7	1.01997
58	0.122894	0.825975	11.4891	27245.4	1.10284
59	0.116387	0.871293	11.7361	22692.2	1.09129
60	0.122171	0.846832	8.54605	30850.9	1.09202
61	0.0970455	0.701611	-25.1629	21312.2	1.01921
62	0.10364	0.828311	6.47905	33529	1.10158
63	0.101253	0.862148	15.9991	42027.2	1.10163
64	0.10335	0.731776	-29.0329	21266.3	1.01413
65	0.111463	0.869844	13.1531	21935	1.09919
66	0.0963566	0.836869	12.1921	15035.5	1.10836
67	0.0995076	0.845717	5.64705	11393.7	1.10335
68	0.0935088	0.715464	-18.7169	23515.1	1.01588
69	0.128898	0.838507	9.09205	23651.3	1.09762
70	0.122797	0.859889	10.2721	25848.7	1.09281
71	0.0976923	0.690995	-25.4759	33924.8	1.02458
72	0.121477	0.839019	10.5601	37860.5	1.10028
73	0.104521	0.849638	13.6731	43433.5	1.11132
74	0.120512	0.857736	6.09505	21220.3	1.09788
75	0.0995353	0.703852	-35.0929	32107.1	1.02904
76	0.11554	0.872819	2.14005	28188.2	1.09867
77	0.128676	0.871756	10.6161	31308.7	1.10575
78	0.0899231	0.739105	-32.0839	13987.3	1.01366
79	0.134707	0.879091	9.19205	29836.1	1.1042
80	0.10356	0.855669	10.0901	16669.8	1.10007
81	0.113008	0.855169	7.76005	13554.9	1.09967
82	0.0991765	0.699059	-25.3569	23564.4	1.02763
83	0.106551	0.834364	10.6141	11301.9	1.10269
84	0.119268	0.856131	9.20805	16897.6	1.1056
85	0.0946924	0.692377	-29.4279	28470	1.01936
86	0.107376	0.847035	7.75705	8499.74	1.1086
87	0.111764	0.913441	13.2381	38324.6	1.10793
88	0.110874	0.910319	12.7521	35002.5	1.10096
89	0.0984807	0.707456	-27.7339	12748	1.01436
90	0.142964	0.862009	14.0861	48070.7	1.10317
91	0.130917	0.868498	11.0431	39372.9	1.10727
92	0.0901789	0.738156	-26.7789	17434.9	1.01538
93	0.118644	0.846206	17.1021	17706.3	1.10941
94	0.129137	0.85922	12.6081	23911.4	1.1014
95	0.129093	0.863643	16.5371	35528.6	1.10976
96	0.113299	0.712746	-23.0779	17546.9	1.01207
97	0.105778	0.875815	9.39805	17877.5	1.09254
98	0.108685	0.89374	11.2171	19940.7	1.09158
99	0.120015	0.695355	-20.7079	11049	1.01047
100	0.114938	0.84467	12.7951	15035.6	1.10521
101	0.118569	0.859173	2.54805	21031.7	1.09552
102	0.121222	0.856298	8.65505	43035.4	1.10574
103	0.108693	0.723273	-26.8709	17309.2	1.01059
104	0.116872	0.816032	2.62905	11210.5	1.10026
105	0.114948	0.859473	14.9411	21959.6	1.10349
106	0.121934	0.728643	-25.2649	21786.1	1.01368
107	0.114142	0.853032	11.4041	21783.2	1.09509
108	0.130544	0.87011	10.1841	27828.5	1.10007
109	0.109334	0.839692	13.3371	25101.5	1.0899
110	0.106201	0.695588	-21.7319	22366	1.02645
111	0.100506	0.822181	12.5161	8310.42	1.10214
112	0.110768	0.905061	8.69405	28134.4	1.09793
113	0.102934	0.741479	-26.2989	12020.3	1.01374
114	0.113494	0.841459	5.71305	36665.9	1.10052
115	0.116316	0.867154	16.5371	21433.7	1.08826
116	0.124457	0.853758	13.5761	14086.3	1.09626
117	0.109861	0.718666	-31.1519	24729	1.01904
118	0.130958	0.837675	11.7781	30724.2	1.10546
119	0.117418	0.844593	9.90405	36314.4	1.10329
120	0.116331	0.845311	11.5191	17192.6	1.09241
121	0.108848	0.729484	-23.0539	24660.7	1.02228
122	0.125304	0.845025	14.9761	15006.5	1.09065
123	0.128023	0.845098	11.4631	22638.6	1.091
124	0.0891643	0.707363	-27.7569	20700.8	1.0225
125	0.128434	0.881388	12.8481	21582.8	1.09202
126	0.119005	0.877398	9.21505	55332.8	1.1061
127	0.111786	0.860668	7.28905	20552.1	1.08385
128	0.122776	0.711101	-21.3429	14434.6	1.0175
129	0.134802	0.917212	21.4811	10040.2	1.09202
130	0.105364	0.873314	11.0971	32438.4	1.11715
131	0.100302	0.737342	-33.3169	18529.4	1.01419
